Timestamp,CenterDistance,RelHeading
1573489024.0667,0.04219041719699211,0.2510293000334121
1573489024.1333,0.04219041719699211,0.2513292831674994
1573489024.2,0.0426333936799175,0.25411444180942666
1573489024.2667,0.04353016478099035,0.25939828041891705
1573489024.3333,0.04583479323790238,0.27154299477598
1573489024.4,0.04088312385899373,0.24876688679555212
1573489024.4667,0.03354971669985282,0.21904234819842863
1573489024.5333,0.025022298520830738,0.17465744440640077
1573489024.6,0.02088000186303199,0.14094794320420748
1573489024.6667,0.016498430204459458,0.11451901184248132
1573489024.7333,0.012988682896695108,0.09279003607822243
1573489024.8,0.012232088872361407,0.08262715260847642
1573489024.8667,0.013662018097156864,0.07928098862039151
1573489024.9333,0.013531001503705925,0.07837439570899613
1573489025.0,0.013531001503705925,0.07984493308724543
1573489025.0667,0.013531001503705925,0.08133546952689859
1573489025.1333,0.013662018097156864,0.08525286866043066
1573489025.2,0.013936045497411342,0.0915761424973034
1573489025.2667,0.014690859348362895,0.10506253534876507
1573489025.3333,0.013280929204810665,0.08353089340437214
1573489025.4,0.01219204958528286,0.06020056917587597
1573489025.4667,0.009914527177810356,0.03994071739277773
1573489025.5333,0.009914527177810356,0.044044248034032174
1573489025.6,0.00820512545108762,0.04895964150095992
1573489025.6667,0.0064957237243648824,0.05428648884322201
1573489025.7333,0.0030769202709194365,0.05968539185709785
1573489025.8,0.0030769202709194365,0.06521649143782887
1573489025.8667,0.0003418831825260371,0.07052873142132642
1573489025.9333,0.0037606866359714552,0.07543124089078529
1573489026.0,0.005470088362694192,0.0797845309855754
1573489026.0667,0.005470088362694192,0.0836378460680558
1573489026.1333,0.005470088362694192,0.08701945071143773
1573489026.2,0.005470088362694192,0.09003156914803057
1573489026.2667,0.005470088362694192,0.09271325009645912
1573489026.3333,0.005470088362694192,0.09513326543563977
1573489026.4,0.005470088362694192,0.09729349476592
1573489026.4667,0.005470088362694192,0.09928257978538692
1573489026.5333,0.005470088362694192,0.10114230232736081
1573489026.6,0.005470088362694192,0.10291148204765428
1573489026.6667,0.005470088362694192,0.10459010373208644
1573489026.7333,0.005470088362694192,0.10622999392680485
1573489026.8,0.005470088362694192,0.10784894395110459
1573489026.8667,0.005470088362694192,0.10946897258954011
1573489026.9333,0.005470088362694192,0.11111882620153807
1573489027.0,0.0037606866359714552,0.11281947786282347
1573489027.0667,0.0020512849092487184,0.1145709399161868
1573489027.1333,0.0003418831825260371,0.11630253623498413
1573489027.2,0.0013675185441966997,0.11799440734402403
1573489027.2667,0.0030769202709194365,0.1196676180292201
1573489027.3333,0.004786321997642118,0.12132100972566319
1573489027.4,0.006495723724364855,0.12293473476913402
1573489027.4667,0.006495723724364855,0.12083364649925228
1573489027.5333,0.004786321997642118,0.11888999195273017
1573489027.6,0.0030769202709194365,0.11623184852535867
1573489027.6667,0.0003418831825260371,0.11289015898219784
1573489027.7333,0.0020512849092487184,0.10976051493321437
1573489027.8,0.0020512849092487184,0.10771862234025184
1573489027.8667,0.0037606866359714552,0.10708474686028242
1573489027.9333,0.005470088362694192,0.10823104125057004
1573489028.0,0.007179490089416929,0.11158153432911205
1573489028.0667,0.010598293542862347,0.11624178106744151
1573489028.1333,0.014017096996307793,0.12232454929893401
1573489028.2,0.019145302176475948,0.1295011998824805
1573489028.2667,0.024273507356644103,0.13770529810081253
1573489028.3333,0.029401712536812258,0.1465342917811407
1573489028.4,0.032820515990257676,0.1556577836184018
1573489028.4667,0.03623931944370315,0.16505825808289154
1573489028.5333,0.03623931944370315,0.17461658751942705
1573489028.6,0.03794872117042586,0.18352779998032975
1573489028.6667,0.03794872117042586,0.19190622799775808
1573489028.7333,0.03794872117042586,0.19989799627194166
1573489028.8,0.03794872117042586,0.20764867393748804
1573489028.8667,0.03794872117042586,0.19400470524264546
1573489028.9333,0.03794872117042586,0.10372541124007395
1573489029.0,0.03794872117042586,0.10937841842462302
1573489029.0667,0.03794872117042586,0.11467142775961388
1573489029.1333,0.03794872117042586,0.11974585200034557
1573489029.2,0.03794872117042583,0.12455221045097008
1573489029.2667,0.03623931944370315,0.12926925246668156
1573489029.3333,0.03623931944370318,0.13509039793609087
1573489029.4,0.03623931944370318,0.14419939927119535
1573489029.4667,0.03623931944370318,0.1553848462140494
1573489029.5333,0.04136752462387133,0.16628467066567224
1573489029.6,0.04649572980403949,0.17849665094924613
1573489029.6667,0.05333333671093038,0.1907961800844008
1573489029.7333,0.06017094361782127,0.20499319041592998
1573489029.8,0.06700855052471213,0.2213827346641656
1573489029.8667,0.07555555915832571,0.24035833001343596
1573489029.9333,0.08581196951866202,0.20801743418923035
1573489030.0,0.09435897815227565,0.12656777821612653
1573489030.0667,0.10290598678588911,0.04112177855318608
1573489030.1333,0.10974359369278,-0.028643910786740903
1573489030.2,0.11145299541950274,-0.026503071138109326
1573489030.2667,0.11145299541950275,-0.028013597861723857
1573489030.3333,0.11145299541950275,-0.031195167579277403
1573489030.4,0.10974359369278003,-0.03416652330864934
1573489030.4667,0.10974359369278003,-0.03698828597293152
1573489030.5333,0.1131623971462255,-0.040230885661746055
1573489030.6,0.1131623971462255,-0.04378405945186736
1573489030.6667,0.11487179887294824,-0.047718188532081436
1573489030.7333,0.11487179887294824,-0.05214366938807969
1573489030.8,0.1131623971462255,-0.05650029826491388
1573489030.8667,0.1131623971462255,-0.06099783186158789
1573489030.9333,0.1097435936927801,-0.06499565604202688
1573489031.0,0.10803419196605736,-0.06883447259105303
1573489031.0667,0.10461538851261194,-0.07276447307343445
1573489031.1333,0.10290598678588922,-0.07749743917665786
1573489031.2,0.1063247902393347,-0.08360711562628385
1573489031.2667,0.10803419196605737,-0.09123660041434002
1573489031.3333,0.10803419196605737,-0.1015851042868374
1573489031.4,0.10803419196605737,-0.11422859512109639
1573489031.4667,0.10461538851261196,-0.12905842569211018
1573489031.5333,0.10119658505916654,-0.08083836862785908
1573489031.6,0.09435897815227565,0.010190156797924517
1573489031.6667,0.08923077297210749,0.10741606181487509
1573489031.7333,0.08752137124538478,0.1587156936193627
1573489031.8,0.08752137124538484,0.16854680957551976
1573489031.8667,0.09094017469883026,0.18352779998032975
1573489031.9333,0.09777778160572115,0.200123544312368
1573489032.0,0.10461538851261204,0.2161492945215036
1573489032.0667,0.11487179887294836,0.2306491946874909
1573489032.1333,0.12170940577983914,0.24361318323171577
1573489032.2,0.12341880750656188,0.2552526480151886
1573489032.2667,0.12854701268673002,0.26502066309509387
1573489032.3333,0.1319658161401755,0.27345629028433094
1573489032.4,0.13367521786689818,0.282024901146686
1573489032.4667,0.13709402132034365,0.29103056235753794
1573489032.5333,0.1439316282272345,0.3006817964625388
1573489032.6,0.15247863686084814,0.31003400829270855
1573489032.6667,0.1644444489479072,0.3183068392960452
1573489032.7333,0.17811966276168892,0.3246124328984798
1573489033.9333,0.1791123369789675,-0.29006307900091544
1573489034.0,0.16822234518880216,-0.3641403509835141
1573489034.0667,0.15470721344580812,-0.39392878448519086
1573489034.1333,0.13760301747550874,-0.35902225810484595
1573489034.2,0.11688713166559249,-0.3268933393110618
1573489034.2667,0.09865468890390794,-0.2786919731512848
1573489034.3333,0.07870238153076223,-0.22330285282699694
1573489034.4,0.06620548669154241,-0.13169219524958123
1573489034.4667,0.05447629922414786,-0.09247010907662695
1573489034.5333,0.046716829044193185,-0.0702653239127292
1573489034.6,0.0418739868219956,-0.031055907426354713
1573489034.6667,0.039753281925751865,-0.00010790904701962754
1573489034.7333,0.039736663376029574,0.01593645220892468
1573489034.8,0.04053671009022689,0.021291203674974116
1573489034.8667,0.0428365581038338,0.011593163683947444
1573489034.9333,0.044132489024603205,-0.022183111349127017
1573489035.0,0.04387841523902296,-0.06003221059983159
1573489035.0667,0.04180197490324014,-0.10081104856169955
1573489035.1333,0.03763460524004125,-0.14455060214114465
1573489035.2,0.03282045519351959,-0.1454820796566081
1573489035.2667,0.0276922500133516,-0.1319224324089403
1573489035.3333,0.020854643106460652,-0.11853771729199702
1573489035.4,0.015726437926291775,-0.10584789352039967
1573489035.4667,0.014017036199569732,-0.09398797527045508
1573489035.5333,0.014017036199569732,-0.08353735994414978
1573489035.6,0.012307634472846773,-0.07467960343310608
1573489035.6667,0.012307634472846773,-0.06779211754838885
1573489035.7333,0.012307634472846773,-0.06187923990794417
1573489035.8,0.012307634472846773,-0.05667059248964887
1573489035.8667,0.012307634472846773,-0.05292469396968277
1573489035.9333,0.012307634472846773,-0.05034141845686066
1573489036.0,0.010598232746124703,-0.04819859553129155
1573489036.0667,0.008888831019400856,-0.04542554980107069
1573489036.1333,0.007179429292678785,-0.042422735812620765
1573489036.2,0.0037606258392337555,-0.03805902904899569
1573489036.2667,0.002051224112509936,-0.031845477118992195
1573489036.3333,0.0003418223857878655,-0.02464240498831802
1573489036.4,0.0013675793409350934,-0.016450819136419194
1573489036.4667,0.004786382794380123,-0.006630035454636007
1573489036.5333,0.003076981067657164,0.001999997333340021
1573489036.6,0.003076981067657164,0.010810227521165696
1573489036.6667,0.0030769810676571363,0.020061321098853852
1573489036.7333,0.0030769810676571363,0.03104492893594004
1573489036.8,0.0030769810676571363,0.042803243686794244
1573489036.8667,0.0030769810676571363,0.05554842814253494
1573489036.9333,0.0013675793409350656,0.07006705791802584
1573489037.0,0.0020512241125099917,0.08439023780537094
1573489037.0667,0.0054700275659559094,0.0969422341173816
1573489037.1333,0.008888831019400939,0.10953855335273932
1573489037.2,0.015726437926291886,0.12060170818462691
1573489037.2667,0.022564044833182778,0.13091401813188663
1573489037.3333,0.027692250013351655,0.14123944373594788
1573489037.4,0.027692250013351655,0.15245013308613634
1573489037.4667,0.024273446559906625,0.16536239583242132
1573489037.5333,0.025982848286628696,0.17687058331562455
1573489037.6,0.025982848286628696,0.18697767656087727
1573489037.6667,0.027692250013351655,0.19633849644910953
1573489037.7333,0.027692250013351655,0.20547370797889666
1573489037.8,0.025982848286628696,0.21487046878943517
1573489037.8667,0.027692250013351655,0.2252300731586492
1573489037.9333,0.029401651740073725,0.235623938478299
1573489038.0,0.03623925864696467,0.2438290432020913
1573489038.0667,0.053333275914192485,0.23878185859528744
1573489038.1333,0.0618802845478055,0.23554148013334822
1573489038.2,0.06871789145469645,0.23880365636081313
1573489038.2667,0.07897430181503332,0.24301412917563933
1573489038.3333,0.08923071217536929,0.24872583519617275
1573489038.4,0.09948712253570616,0.2560894248111978
1573489038.4667,0.10974353289604213,0.32637382645508306
1573489038.5333,0.11829054152965515,0.44399572413533056
1573489038.6,0.1251281484365461,0.5712443494886648
1573489038.6667,0.1251281484365461,0.6482351302369954
1573489038.7333,0.12683755016326906,0.6864682876950221
1573489038.8,0.12854695188999202,0.722140414102522
1573489038.8667,0.1302563536167141,0.8144925390044442
1573489038.9333,0.1302563536167141,0.9406935685326139
1573489039.0,0.12854695188999202,1.0345065257319366
1573489039.0667,0.12683755016326906,1.0586470953997225
1573489039.1333,0.12170934498310107,1.0815966470093472
1573489039.2,0.11658113980293308,1.1010039484865461
1573489039.2667,0.1251281484365461,1.1169876185296417
1573489039.3333,0.13367515707016,1.130629605751142
1573489039.4,0.1558973795175558,1.1428976310794083
1573489039.4667,0.16786319160461385,1.1538503183538924
1573489039.5333,0.055460298667617605,0.3515919709208883
1573489039.6,0.04633197018250421,0.325762168116358
1573489039.6667,0.038649051511077094,0.306962488191989
1573489039.7333,0.03041377753206999,0.27880689993604546
1573489039.8,0.020885394816062552,0.23896772901141577
1573489039.8667,0.012008034578940377,0.18710208629902308
1573489039.9333,0.00607811847578222,0.18419497425313777
1573489040.0,0.0014749894734701202,0.22194168712524262
1573489040.0667,0.00606902863416902,0.18842562899631066
1573489040.1333,0.01138943554956065,0.13593823001309005
1573489040.2,0.01301644754766372,0.09068426581529486
1573489040.2667,0.015425975594304545,0.05788805989921703
1573489040.3333,0.015893635033074893,0.04503024506116582
1573489040.4,0.01700493571717676,0.042482272741317856
1573489040.4667,0.016407328527367024,0.028292176710214178
1573489040.5333,0.018423887462170663,0.006139361963959265
1573489040.6,0.018515427930306222,-0.02846875290467481
1573489040.6667,0.017596408242706335,-0.07364388750489043
1573489040.7333,0.01411862454248794,-0.10659821395892395
1573489040.8,0.00212012596781172,-0.048179707486260236
1573489040.8667,0.00903919553246843,0.003053462713592512
1573489040.9333,0.016234568725454646,0.03155148491539687
1573489041.0,0.020522281087856142,-0.013949829142968289
1573489041.0667,0.025299173116684698,-0.015990715872871156
1573489041.1333,0.027008574843407213,0.0007699998478225785
1573489041.2,0.02871797657013017,0.01779096956023698
1573489041.2667,0.027008574843407213,0.0349870679997302
1573489041.3333,0.02871797657013017,0.052584112785261344
1573489041.4,0.032136780023575645,0.0736465059781224
1573489041.4667,0.030427378296852686,0.09586661266509046
1573489041.5333,0.02871797657013017,0.11814454141853784
1573489041.6,0.021880369663239224,0.13927935208942732
1573489041.6666,0.006495754122734815,0.1523087191131485
1573489041.7333,0.003760656237601606,0.16464233003123077
1573489041.8,0.025982878684996963,0.16590984364412953
1573489041.8666,0.036239289045333384,0.16622384328943407
1573489041.9333,0.04307689595222389,0.168130877249544
1573489042.0,0.049914502859114834,0.17203703611583945
1573489042.0666,0.05504270803928327,0.17882222100521283
1573489042.1333,0.061880314946174214,0.18787394330490836
1573489042.2,0.06871792185306516,0.19890958105036138
1573489042.2666,0.07726493048667862,0.21168699770459454
1573489042.3333,0.0875213408470146,0.2248080968956037
1573489042.4,0.09777775120735102,0.23843258416498994
1573489042.4666,0.10803416156768744,0.22381346458339227
1573489042.5333,0.11829057192802386,0.13496879818733398
1573489042.6,0.12683758056163733,0.12885622807266353
1573489042.6666,0.13367518746852827,0.13428287369252326
1573489042.7333,0.1439315978288647,0.13603934314659963
1573489042.8,0.14905980300903268,0.13776472984309351
1573489042.8666,0.15589740991592363,0.14026929673521574
1573489042.9333,0.16102561509609162,0.1431486361060561
1573489043.0,0.16786322200298257,0.14676620700055465
1573489043.0666,0.1747008289098735,0.15129602373476317
1573489043.1333,0.18153843581676402,0.15750074356467605
1573489043.8,0.18153848648071302,-2.9497785880231384
1573489043.8666,0.17299147784709956,-2.942398714417919
1573489043.9333,0.16273506748676358,-2.936764254883986
1573489044.0,0.15247865712642716,-2.9324828557968923
1573489044.0666,0.14051284503936778,-2.93064110202374
1573489044.1333,0.13367523813247684,-2.9297722545032716
1573489044.2,0.13025643467903178,-2.9301410266150136
1573489044.2666,0.13025643467903178,-2.9319513509685837
1573489044.3333,0.1251282294988638,-2.9361189456108963
1573489044.4,0.11829062259197284,-2.9433969370171704
1573489044.4666,0.1114530156850819,-2.9542580635232483
1573489044.5333,0.10433705070048757,-2.9536442413723605
1573489044.6,0.0969224110391274,-2.912879615329449
1573489044.6666,0.08521595273674114,-2.8682703420495606
1573489044.7333,0.07308021432907644,-2.8131884011386394
1573489044.8,0.06337116577979252,-2.7779355622257893
1573489044.8666,0.06572251890365391,-2.7846796633408935
1573489044.9333,0.06640630657999189,-2.7920061822266526
1573489045.0,0.06870528183493356,-2.770040222468767
1573489045.0666,0.06934234365705173,-2.6725109303750907
1573489045.1333,0.07158808890539511,-2.5741969531934985
1573489045.2,0.07270024202296868,-2.4876270890733023
1573489045.2666,0.07490290811348374,-2.493894860141263
1573489045.3333,0.07545456872395485,-2.5008621845807406
1573489045.4,0.07760242582290913,-2.5069763224435664
1573489045.4666,0.051465820046903796,-2.45963731811012
1573489045.5333,0.02428939085098498,-2.409360404528111
1573489045.6,0.0054697132933701695,-2.362535225899037
1573489045.6666,0.03606268910769188,-2.312440851318146
1573489045.7333,0.17916701422115344,-0.5543204400493085
1573489045.8,0.15230651042213955,-0.6099968185273135
1573489045.8666,0.1360766451121243,-0.6280041098184909
1573489045.9333,0.13229871690664724,-0.6154171009761263
1573489046.0,0.12752908970238674,-0.6003602864089055
1573489046.0666,0.12530954971883657,-0.6001211918052914
1573489046.1333,0.12206689510682125,-0.5773084543094322
1573489046.2,0.12206689510682125,-0.4688247503249855
1573489046.2666,0.12206689510682125,-0.4223821995768788
1573489046.3333,0.12109642908703709,-0.4165424960060483
1573489046.4,0.12109642908703709,-0.4131308700110558
1573489046.4666,0.12012262122002149,-0.4073044208710733
1573489046.5333,0.119145506127154,-0.36880151359638735
1573489046.6,0.11816506739498474,-0.26049642246320276
1573489046.6666,0.11560042800184414,-0.14326644567151467
1573489046.7333,0.11434115863896335,-0.047799801043136775
1573489046.8,0.11162287874449327,-0.03562396019401876
1573489046.8666,0.109826385306883,-0.051424422598191265
1573489046.9333,0.10691551058738402,-0.0724286087383746
1573489047.0,0.10262220766802499,-0.08842629956224135
1573489047.0666,0.09993080267011772,-0.13049038608492497
1573489047.1333,0.09331267149025366,-0.16891744285407337
1573489047.2,0.08371510440488851,-0.2271039712662416
1573489047.2666,0.07269906753251441,-0.2805660738616437
1573489047.3333,0.055720511260700815,-0.3187647883756665
1573489047.4,0.047827202974377356,-0.22497538279371493
1573489047.4666,0.03946260840351487,-0.20186710112292555
1573489047.5333,0.032764317463953516,-0.18554469651208572
1573489047.6,0.03042204192100123,-0.177941085861493
1573489047.6666,0.029414109292038804,-0.1407307175722011
1573489047.7333,0.028721663145463622,-0.023665673631018794
1573489047.8,0.028369295330364475,0.007552797013480711
1573489047.8666,0.028721663145463622,0.010563144067900378
1573489047.9333,0.02673603068151982,0.004262117776523167
1573489048.0,0.02619159258278478,-0.015168382299939491
1573489048.0666,0.026742818590059725,-0.050510029263964154
1573489048.1333,0.023971845589636886,-0.10493576511782045
1573489048.2,0.020769473239120817,-0.15617039580938938
1573489048.2666,0.014017117261886175,-0.16015420173338252
1573489048.3333,0.005470108628272713,-0.15630554834662622
1573489048.4,0.0013674982786182344,-0.15317848800839878
1573489048.4666,0.006495703458786223,-0.15106412918568754
1573489048.5333,0.01333331036567717,-0.1506596542273801
1573489048.6,0.016752113819122644,-0.1540284889541927
1573489048.6666,0.018461515545845603,-0.15909052681127656
1573489048.7333,0.018461515545845603,-0.16648853332216215
1573489048.8,0.015042712092400129,-0.17791794966924396
1573489048.8666,0.011623908638954655,-0.19217099207498697
1573489048.9333,0.01333331036567717,-0.14953671216324402
1573489049.0,0.015042712092400129,-0.06631871705383839
1573489049.0666,0.018461515545845603,0.01788095532999525
1573489049.1333,0.02358972072601359,0.10755739929079412
1573489049.2,0.02358972072601359,0.1237249006990191
1573489049.2666,0.02358972072601359,0.12290875454137763
1573489049.3333,0.020170917272568117,0.12613364585606693
1573489049.4,0.018461515545845603,0.12960294565385413
1573489049.4666,0.011623908638954655,0.18354928913794982
1573489049.5333,0.004786301732063708,0.2880565123794292
1573489049.6,0.0013674982786182344,0.2916062158997643
1573489049.6666,0.0013674982786182344,0.2953235408488244
1573489049.7333,0.0013674982786182344,0.2978445896792666
1573489049.8,0.0013674982786182344,0.3281795138614774
1573489049.8666,0.003076900005340749,0.3768685912161811
1573489049.9333,0.008205105185509182,0.3773179961138709
1573489050.0,0.004786301732063708,0.37848044569819095
1573489050.0666,0.0003419034481047245,0.3790096696888935
1573489050.1333,0.005470108628272713,0.37923436595848536
1573489050.2,0.01572651898860869,0.37944977205021596
1573489050.2666,0.02598292934894511,0.3800551353925457
1573489050.3333,0.039658143162727005,0.3809668993640738
1573489050.4,0.05675216042995393,0.38288699339632815
1573489050.4666,0.07042737424373627,0.3865340921001688
1573489050.5333,0.08581198978424068,0.3907049508770164
1573489050.6,0.10632481050491308,0.394991119697095
1573489050.6666,0.1251282294988634,0.3994280773141474
1573489050.7333,0.14393164849281284,0.40371659685893
1573489050.8,0.1655006579851541,0.37906134587330526
1573489050.8666,0.17536256735306083,0.3344106297310959
1573489050.9333,0.18504090493298114,0.28120135342256913
